ion_mass;ion_formula;formula;mass_monoiso;name_iupac;pubchem_cid;CAS_number
87,0804405;[C5H10O+H]+;C5H10O;86,073165;3-pentanone;NA;96-22-0
87,0804405;[C5H10O+H]+;C5H10O;86,073165;2-methyltetrahydrofuran;NA;96-47-9
87,1168265;[C6H14+H]+;C6H14;86,10955045;2,2-dimethylbutane;6403;75-83-2
87,1168265;[C6H14+H]+;C6H14;86,10955045;2,3-dimethylbutane;6589;79-29-8
87,1168265;[C6H14+H]+;C6H14;86,10955045;hexane;8058;110-54-3
87,1168265;[C6H14+H]+;C6H14;86,10955045;2-methylpentane;7892;107-83-5
87,1168265;[C6H14+H]+;C6H14;86,10955045;3-methylpentane;7282;96-14-0
88,0756895;[C4H9NO+H]+;C4H9NO;87,06841391;2-methylpropanamide;68424;563-83-7
88,0756895;[C4H9NO+H]+;C4H9NO;87,068414;N,N-dimethylacetamide;NA;127-19-5
88,1120755;[C5H13N+H]+;C5H13N;87,10479942;2,2-dimethylpropan-1-amine;79882;5813-64-9
89,0233185;[C3H4O3+H]+;C3H4O3;88,016045;1,3-dioxolan-2-one / ethylene carbonate;NA;96-49-1
89,0419475;[C4H8S+H]+;C4H8S;88,03467143;3-methylsulfanylprop-1-ene;66282;10152-76-8
89,0419475;[C4H8S+H]+;C4H8S;88,03467143;1-methylsulfanylprop-1-ene;142629;10152-77-9
89,0419475;[C4H8S+H]+;C4H8S;88,034671;1-(methylthio)-1-propene, (1E)-;NA;42848-06-6
89,0419475;[C4H8S+H]+;C4H8S;88,034671;1-(methylthio)-1-propene, (Z)-;NA;52195-40-1
89,0597045;[C4H8O2+H]+;C4H8O2;88,05242949;2-methylpropanoic acid;6590;79-31-2
89,0597045;[C4H8O2+H]+;C4H8O2;88,05242949;ethyl acetate;8857;141-78-6
89,0597045;[C4H8O2+H]+;C4H8O2;88,05242949;butyric acid;264;107-92-6
89,0597045;[C4H8O2+H]+;C4H8O2;88,05242949;1,4-dioxane;31275;123-91-1
89,0597045;[C4H8O2+H]+;C4H8O2;88,05242949;3-hydroxybutanal;7897;107-89-1
89,0597045;[C4H8O2+H]+;C4H8O2;88,05242949;propyl formate;8073;110-74-7
89,0597045;[C4H8O2+H]+;C4H8O2;88,05242949;methyl propanoate;11124;554-12-1
89,0597045;[C4H8O2+H]+;C4H8O2;88,05243;3-hydroxy-2-butanone / acetoin;NA;513-86-0
89,0709385;[C3H8N2O+H]+;C3H8N2O;88,063663;dimethylurea / urea, N,N'- dimethyl-;NA;96-31-1
89,0960905;[C5H12O+H]+;C5H12O;88,088815;2-ethoxypropane;12256;625-54-7
89,0960905;[C5H12O+H]+;C5H12O;88,088815;2-methoxy-2-methyl-propane;15413;1634-04-4
89,0960905;[C5H12O+H]+;C5H12O;88,088815;pentan-1-ol;6276;71-41-0
89,0960905;[C5H12O+H]+;C5H12O;88,088815;3-methyl-1-butanol;NA;123-51-3
89,0960905;[C5H12O+H]+;C5H12O;88,088815;2-methyl-2-butanol / amylene hydrate;NA;75-85-4
89,0960905;[C5H12O+H]+;C5H12O;88,088815;2-pentanol;NA;6032-29-7
89,0960905;[C5H12O+H]+;C5H12O;88,088815;1-propanol, 2,2-dimethyl-;NA;75-84-3
89,1073245;[C4H12N2+H]+;C4H12N2;88,10004839;butane-1,4-diamine;1045;110-60-1
89,1073245;[C4H12N2+H]+;C4H12N2;88,10004839;1,1-diethylhydrazine;69222;616-40-0
89,1073245;[C4H12N2+H]+;C4H12N2;88,100048;1,3-butanediamine;NA;590-88-5
90,0371965;[C3H7NS+H]+;C3H7NS;89,0299204;N,N-dimethylthioformamide;69794;758-16-7
90,0549535;[C3H7NO2+H]+;C3H7NO2;89,04767847;2-hydroxypropanamide;94220;2043-43-8
90,0549535;[C3H7NO2+H]+;C3H7NO2;89,047679;alanine;NA;56-41-7
90,0549535;[C3H7NO2+H]+;C3H7NO2;89,047679;nitropropane;NA;na
90,0913395;[C4H11NO+H]+;C4H11NO;89,084064;4-amino-1-butanol;NA;13325-10-5
90,0913395;[C4H11NO+H]+;C4H11NO;89,084064;dimethylethanolamine / dimethylethanolamine;NA;108-01-0
90,0913395;[C4H11NO+H]+;C4H11NO;89,084064;hydroxylamine, O-(2- methylpropyl)-;NA;5618-62-2
91,0212115;[C3H6OS+H]+;C3H6OS;90,01393598;S-methyl ethanethioate;73750;1534-08-3
91,0212115;[C3H6OS+H]+;C3H6OS;90,01393598;1-sulfanylpropan-2-one;520144;24653-75-6
91,0324455;[C2H6N2S+H]+;C2H6N2S;90,02516937;methylthiourea;2723704;598-52-7
91,0389685;[C3H6O3+H]+;C3H6O3;90,03169405;dimethyl carbonate;12021;616-38-6
91,0389685;[C3H6O3+H]+;C3H6O3;90,03169405;"hydron;2-hydroxypropanoate";19789253;163894-00-6
91,0389685;[C3H6O3+H]+;C3H6O3;90,03169405;2-methoxyacetic acid;12251;625-45-6
91,0389685;[C3H6O3+H]+;C3H6O3;90,031695;lactic acid ui / 2- hydroxypropanoic acid;NA;50-21-5
91,0389685;[C3H6O3+H]+;C3H6O3;90,031695;1,3,5-trioxan;NA;110-88-3
91,0575975;[C4H10S+H]+;C4H10S;90,05032149;1-methylsulfanylpropane;19754;3877-15-4
91,0753545;[C4H10O2+H]+;C4H10O2;90,06807956;butane-2,3-diol;262;513-85-9
91,0753545;[C4H10O2+H]+;C4H10O2;90,06807956;2-ethoxyethanol;8076;110-80-5
91,0753545;[C4H10O2+H]+;C4H10O2;90,06807956;1-methoxypropan-2-ol;7900;107-98-2
92,0342175;[C2H5NO3+H]+;C2H5NO3;91,02694302;2-aminooxyacetic acid;286;645-88-5
92,9140835;[Mo+H]+;Mo;NA;molybdenum;23932;7439-98-7
93,0366305;[C2H8O2Si+H]+;C2H8O2Si;92,02935603;dihydroxy(dimethyl)silane;14014;1066-42-8
93,0465535;[C4H9Cl+H]+;C4H9Cl;92,039278;1-chlorobutane;8005;109-69-3
93,0465535;[C4H9Cl+H]+;C4H9Cl;92,039278;2-chlorobutane;6563;78-86-4
93,0465535;[C4H9Cl+H]+;C4H9Cl;92,039278;1-chloro-2-methylpropane;NA;513-36-0
93,0546185;[C3H8O3+H]+;C3H8O3;92,04734411;glycerol;753;56-81-5
93,0698765;[C7H8+H]+;C7H8;92,06260026;toluene;1140;108-88-3
93,0698765;[C7H8+H]+;C7H8;92,0626;1,3,5-cycloheptatriene;NA;544-25-2
94,0651255;[C6H7N+H]+;C6H7N;93,05784923;3-methylpyridine;7970;108-99-6
94,0651255;[C6H7N+H]+;C6H7N;93,05784923;4-methylpyridine;7963;108-89-4
94,0651255;[C6H7N+H]+;C6H7N;93,057849;2-methylpyridine;NA;109-06-8
94,9490895;[CH3Br+H]+;CH3Br;93,94181;bromomethane;6323;74-83-9
94,9983685;[C2H6S2+H]+;C2H6S2;93,991092;dimethyldisulfide / methyldisulfide;NA;624-92-0
95,0161255;[C2H6O2S+H]+;C2H6O2S;94,0088506;methylsulfonylmethane;6213;67-71-0
95,0491405;[C6H6O+H]+;C6H6O;94,04186481;"hydron;phenoxide";20488062;NA
95,0491405;[C6H6O+H]+;C6H6O;94,04186481;2-vinylfuran;73881;1487-18-9
95,0491405;[C6H6O+H]+;C6H6O;94,041865;phenol / hydroxybenzene;NA;108-95-2
95,0603745;[C5H6N2+H]+;C5H6N2;94,0530982;2-methylpyrimidine;78748;5053-43-0
95,0603745;[C5H6N2+H]+;C5H6N2;94,0530982;1-vinylimidazole;66171;1072-63-5
95,0603745;[C5H6N2+H]+;C5H6N2;94,0530982;2-methylpyrazine;7976;109-08-0
95,0603745;[C5H6N2+H]+;C5H6N2;94,053098;4-vinyl imidazole;NA;05/04/3718
95,0855265;[C7H10+H]+;C7H10;94,07825032;cyclohepta-1,3-diene;19969;4054-38-0
95,0855265;[C7H10+H]+;C7H10;94,07825032;1,2-dimethylcyclopenta-1,3-diene;138349;4784-86-5
95,0855265;[C7H10+H]+;C7H10;94,07825032;5,5-dimethylcyclopenta-1,3-diene;138124;4125-18-2
95,0855265;[C7H10+H]+;C7H10;94,07825032;hepta-1,3,5-triene;140269;NA
95,0855265;[C7H10+H]+;C7H10;94,07825032;1-methylcyclohexa-1,4-diene;78006;4313-57-9
95,0855265;[C7H10+H]+;C7H10;94,07825032;3-methylenecyclohexene;219357;1888-90-0
95,0855265;[C7H10+H]+;C7H10;94,07825;1,3-cyclohexadiene, 1- methyl-;NA;1489-56-1
95,0855265;[C7H10+H]+;C7H10;94,07825;1,3,5-heptatriene, (E,E)-;NA;17679-93-5
96,0556235;[C4H5N3+H]+;C4H5N3;95,048347;4-pyridazinamine;NA;20744-39-2
96,0807755;[C6H9N+H]+;C6H9N;95,07349929;2,3-dimethyl-1H-pyrrole;39538;600-28-2
96,0807755;[C6H9N+H]+;C6H9N;95,07349929;2,4-dimethyl-1H-pyrrole;39539;625-82-1
96,0807755;[C6H9N+H]+;C6H9N;95,07349929;2,5-dimethyl-1H-pyrrole;12265;625-84-3
96,0807755;[C6H9N+H]+;C6H9N;95,07349929;2-ethyl-1H-pyrrole;137075;1551-06-0
96,0807755;[C6H9N+H]+;C6H9N;95,07349929;3-ethyl-1H-pyrrole;258383;1551-16-2
96,0807755;[C6H9N+H]+;C6H9N;95,07349929;1-ethylpyrrole;185226;617-92-5
96,9606305;[C2H2Cl2+H]+;C2H2Cl2;95,953356;1,1-dichloroethene;NA;75-35-4
96,9606305;[C2H2Cl2+H]+;C2H2Cl2;95,953356;(Z)-1,2-dichloroethene / cis- 1,2-dichloroethylene;NA;156-59-2
96,9951585;[H4O4Si+H]+;H4O4Si;96,09646;silicate/silicic acid;NA;silicate/silicic acid
97,0284045;[C5H4O2+H]+;C5H4O2;96,02112937;furan-2-carbaldehyde;7362;98-01-1
97,0284045;[C5H4O2+H]+;C5H4O2;96,02113;2-pyranone / 5-hydroxy-2,4- pentadienoic acid, delta- lactone;NA;504-31-4
97,0647905;[C6H8O+H]+;C6H8O;96,05751487;cyclohex-2-en-1-one;13594;930-68-7
97,0647905;[C6H8O+H]+;C6H8O;96,05751487;2,4-dimethylfuran;19462;3710-43-8
97,0647905;[C6H8O+H]+;C6H8O;96,05751487;2,5-dimethylfuran;12266;625-86-5
97,0647905;[C6H8O+H]+;C6H8O;96,05751487;2-ethylfuran;18554;3208-16-0
97,0647905;[C6H8O+H]+;C6H8O;96,05751487;hex-4-yn-3-one;139192;10575-41-4
97,0647905;[C6H8O+H]+;C6H8O;96,05751487;2-methylcyclopent-2-en-1-one;14266;1120-73-6
97,0647905;[C6H8O+H]+;C6H8O;96,05751487;3-methylcyclopent-2-en-1-one;17691;NA
97,0647905;[C6H8O+H]+;C6H8O;96,05751487;(2E,4E)-hexa-2,4-dienal;637564;142-83-6
97,0647905;[C6H8O+H]+;C6H8O;96,057515;ethylfuran;NA;27252-25-1
97,0647905;[C6H8O+H]+;C6H8O;96,057515;1-methyl-1-cyclopenten-3- one;NA;2758-18-1
97,0647905;[C6H8O+H]+;C6H8O;96,057515;3-methyl-1-penten-4-yn-3- ol;NA;3230-69-1
97,0760245;[C5H8N2+H]+;C5H8N2;96,06874826;1,4-dimethylpyrazole;136836;1072-68-0
97,0760245;[C5H8N2+H]+;C5H8N2;96,06874826;1,5-dimethylpyrazole;136502;694-31-5
97,0760245;[C5H8N2+H]+;C5H8N2;96,06874826;3,5-dimethyl-1H-pyrazole;6210;67-51-6
97,1011765;[C7H12+H]+;C7H12;96,09390038;cycloheptene;12363;628-92-2
97,1011765;[C7H12+H]+;C7H12;96,09390038;4,4-dimethylcyclopentene;87906;19037-72-0
97,1011765;[C7H12+H]+;C7H12;96,09390038;3,5-dimethylcyclopentene;522549;7459-71-4
97,1011765;[C7H12+H]+;C7H12;96,09390038;1,5-dimethylcyclopentene;86014;16491-15-9
97,1011765;[C7H12+H]+;C7H12;96,09390038;2,3-dimethylpenta-1,3-diene;137118;1113-56-0
97,1011765;[C7H12+H]+;C7H12;96,09390038;2,4-dimethylpenta-1,3-diene;66080;1000-86-8
97,1011765;[C7H12+H]+;C7H12;96,09390038;NA;66081;1000-87-9
97,1011765;[C7H12+H]+;C7H12;96,09390038;4,4-dimethylpent-2-yne;136786;999-78-0
97,1011765;[C7H12+H]+;C7H12;96,09390038;1-ethylcyclopentene;137448;2146-38-5
97,1011765;[C7H12+H]+;C7H12;96,09390038;(5E)-hepta-1,5-diene;5364394;1541-23-7
97,1011765;[C7H12+H]+;C7H12;96,09390038;hept-1-yne;12350;628-71-7
97,1011765;[C7H12+H]+;C7H12;96,09390038;hept-3-yne;75755;2586-89-2
97,1011765;[C7H12+H]+;C7H12;96,09390038;4-methylcyclohexene;11572;591-47-9
97,1011765;[C7H12+H]+;C7H12;96,09390038;1-methylcyclohexene;11574;591-49-1
97,1011765;[C7H12+H]+;C7H12;96,09390038;methylenecyclohexane;14502;1192-37-6
97,1011765;[C7H12+H]+;C7H12;96,09390038;2-methylhexa-2,4-diene;520396;28823-41-8
97,1011765;[C7H12+H]+;C7H12;96,09390038;2-methylhexa-1,4-diene;556839;NA
97,1011765;[C7H12+H]+;C7H12;96,09390038;2-methylhex-3-yne;520802;36566-80-0
97,1011765;[C7H12+H]+;C7H12;96,09390038;5-methylhex-1-yne;137490;2203-80-7
97,1011765;[C7H12+H]+;C7H12;96,09390038;1-methyl-3-methylene-cyclopentane;523523;53366-56-6
97,1011765;[C7H12+H]+;C7H12;96,0939;5-methyl-1,4-hexadiene;NA;763-88-2
97,1011765;[C7H12+H]+;C7H12;96,0939;2-methyl-1,4-hexadiene, (4E)-;NA;6108-96-9
97,1011765;[C7H12+H]+;C7H12;96,0939;1-methyl-2- methylenecyclopentane;NA;41158-41-2
98,0964255;[C6H11N+H]+;C6H11N;97,08914936;4-methylpentanenitrile;10956;542-54-1
98,9746535;[H2O4S+H]+;H2O4S;97,967381;sulfate / sulfuric acid;NA;sulfate / Sulfuric acid
98,9762805;[C2H4Cl2+H]+;C2H4Cl2;97,9690055;1,2-dichloroethane;11;107-06-2
98,9762805;[C2H4Cl2+H]+;C2H4Cl2;97,969006;1,1-dichloroethane;NA;75-34-3
98,9841685;[H3O4P+H]+;H3O4P;97,976897;phosphate / phosphoric acid;NA;phosphate / phosphoric acid
99,0262975;[C5H6S+H]+;C5H6S;98,01902136;2-methylthiophene;11126;554-14-3
99,0262975;[C5H6S+H]+;C5H6S;98,01902136;3-methylthiophene;12024;616-44-4
99,0440545;[C5H6O2+H]+;C5H6O2;98,03677943;2-furylmethanol;7361;98-00-0
99,0440545;[C5H6O2+H]+;C5H6O2;98,03677943;2-methyl-2H-furan-5-one;11558;591-11-7
99,0440545;[C5H6O2+H]+;C5H6O2;98,03677943;4-methyl-2H-furan-5-one;30945;NA
99,0440545;[C5H6O2+H]+;C5H6O2;98,03678;3-methyl-2(5H)-furanone;NA;22122-36-7
99,0804405;[C6H10O+H]+;C6H10O;98,07316494;cyclohexanone;7967;108-94-1
99,0804405;[C6H10O+H]+;C6H10O;98,07316494;hex-5-en-2-one;7989;109-49-9
99,0804405;[C6H10O+H]+;C6H10O;98,07316494;(E)-hex-4-en-3-one;5365811;2497-21-4
99,0804405;[C6H10O+H]+;C6H10O;98,07316494;(E)-hex-3-en-2-one;5367744;763-93-9
99,0804405;[C6H10O+H]+;C6H10O;98,07316494;2-methylcyclopentanone;14265;1120-72-5
99,0804405;[C6H10O+H]+;C6H10O;98,07316494;(E)-2-methylpent-2-enal;5319754;623-36-9
99,0804405;[C6H10O+H]+;C6H10O;98,07316494;(E)-4-methylpent-2-enal;5916154;5362-56-1
99,0804405;[C6H10O+H]+;C6H10O;98,07316494;4-methylpent-3-enal;21457;5362-50-5
99,0804405;[C6H10O+H]+;C6H10O;98,07316494;4-methylpent-3-en-2-one;8858;141-79-7
99,0804405;[C6H10O+H]+;C6H10O;98,07316494;(E)-3-methylpent-3-en-2-one;5364579;1567-73-3
99,0804405;[C6H10O+H]+;C6H10O;98,073165;ethyl phenol;NA;na
99,0804405;[C6H10O+H]+;C6H10O;98,073165;2-hexenal;NA;505-57-7
99,0804405;[C6H10O+H]+;C6H10O;98,073165;3-methyl-2-penten-4-one;NA;565-62-8
99,1168265;[C7H14+H]+;C7H14;98,10955045;cycloheptane;9265;291-64-5
99,1168265;[C7H14+H]+;C7H14;98,10955045;1,1-dimethylcyclopentane;15421;1638-26-2
99,1168265;[C7H14+H]+;C7H14;98,10955045;1,2-dimethylcyclopentane;17148;2452-99-5
99,1168265;[C7H14+H]+;C7H14;98,10955045;1,3-dimethylcyclopentane;17149;2453-00-1
99,1168265;[C7H14+H]+;C7H14;98,10955045;2,4-dimethylpent-2-ene;12260;625-65-0
99,1168265;[C7H14+H]+;C7H14;98,10955045;(E)-3,4-dimethylpent-2-ene;638068;4914-92-5
99,1168265;[C7H14+H]+;C7H14;98,10955045;4,4-dimethylpent-1-ene;12984;762-62-9
99,1168265;[C7H14+H]+;C7H14;98,10955045;hept-1-ene;11610;592-76-7
99,1168265;[C7H14+H]+;C7H14;98,10955045;(E)-hept-2-ene;639662;14686-13-6
99,1168265;[C7H14+H]+;C7H14;98,10955045;(E)-hept-3-ene;5357259;14686-14-7
99,1168265;[C7H14+H]+;C7H14;98,10955045;3-methylhex-1-ene;18848;3404-61-3
99,1168265;[C7H14+H]+;C7H14;98,10955045;4-methylhex-1-ene;19589;3769-23-1
99,1168265;[C7H14+H]+;C7H14;98,10955045;5-methylhex-1-ene;77058;3524-73-0
99,1168265;[C7H14+H]+;C7H14;98,10955045;2-methylhex-2-ene;17656;2738-19-4
99,1168265;[C7H14+H]+;C7H14;98,10955045;(E)-3-methylhex-2-ene;5352660;17618-77-8
99,1168265;[C7H14+H]+;C7H14;98,10955045;(E)-4-methylhex-2-ene;5357249;3404-55-5
99,1168265;[C7H14+H]+;C7H14;98,10955045;(Z)-2-methylhex-3-ene;5365948;15840-60-5
99,1168265;[C7H14+H]+;C7H14;98,10955045;(E)-2-methylhex-3-ene;5352548;692-24-0
99,1168265;[C7H14+H]+;C7H14;98,10955045;(Z)-3-methylhex-3-ene;5357250;4914-89-0
99,1168265;[C7H14+H]+;C7H14;98,10955045;(E)-5-methylhex-2-ene;5357252;3404-62-4
99,1168265;[C7H14+H]+;C7H14;98,10955;trans-1,3- dimethylcyclopentane / (E)- 1,3-Dimethylcyclopentane;NA;1759-58-6
99,1168265;[C7H14+H]+;C7H14;98,10955;1,2-dimethylcyclopentane, (1R,2R)-rel;NA;822-50-4
99,1168265;[C7H14+H]+;C7H14;98,10955;1,2-dimethylcyclopentane, (1R,2S)-rel-;NA;1192-18-3
99,1168265;[C7H14+H]+;C7H14;98,10955;3,4-dimethyl-2-pentene;NA;24910-63-2
99,1168265;[C7H14+H]+;C7H14;98,10955;4,4-dimethyl-2-pentene, (E)-;NA;690-08-4
99,1168265;[C7H14+H]+;C7H14;98,10955;3,4-dimethyl-2-pentene, (Z)-;NA;4914-91-4
99,1168265;[C7H14+H]+;C7H14;98,10955;ethylcyclopentane;NA;1640-89-7
99,1168265;[C7H14+H]+;C7H14;98,10955;2-heptene;NA;592-77-8
99,1168265;[C7H14+H]+;C7H14;98,10955;2-heptene, (Z)-;NA;6443-92-1
99,1168265;[C7H14+H]+;C7H14;98,10955;methylcyclohexane;NA;108-87-2
99,1168265;[C7H14+H]+;C7H14;98,10955;5-methylhex-2-ene (cis,trans);NA;3404-65-7
99,1168265;[C7H14+H]+;C7H14;98,10955;4-methyl-2-hexene, (E)-;NA;3683-22-5
99,1168265;[C7H14+H]+;C7H14;98,10955;3-methyl-3-hexene, (E)-;NA;3899-36-3
99,1168265;[C7H14+H]+;C7H14;98,10955;4-methyl-2-hexene, (Z)-;NA;3683-19-0
100,0215465;[C4H5NS+H]+;C4H5NS;99,01427034;2-methylthiazole;77129;3581-87-1
100,0215465;[C4H5NS+H]+;C4H5NS;99,01427;3-isothiocyanato-1-propene / allyl isothiocyanate;NA;57-06-7
100,0756895;[C5H9NO+H]+;C5H9NO;99,06841391;cyclopentanone oxime;14500;1192-28-5
100,0756895;[C5H9NO+H]+;C5H9NO;99,06841391;piperidin-2-one;12665;675-20-7
100,0756895;[C5H9NO+H]+;C5H9NO;99,068414;pyrrolidinecarboxaldehyde;NA;3760-54-1
100,1120755;[C6H13N+H]+;C6H13N;99,10479942;N-ethyl-2-methyl-prop-2-en-1-amine;87587;18328-90-0
100,1120755;[C6H13N+H]+;C6H13N;99,104799;cyclohexylamine;NA;108-91-8
101,0597045;[C5H8O2+H]+;C5H8O2;100,0524295;methyl (Z)-but-2-enoate;643800;4358-59-2
101,0597045;[C5H8O2+H]+;C5H8O2;100,0524295;(E)-2-methylbut-2-enoic acid;125468;80-59-1
101,0597045;[C5H8O2+H]+;C5H8O2;100,0524295;methyl 2-methylprop-2-enoate;6658;80-62-6
101,0597045;[C5H8O2+H]+;C5H8O2;100,0524295;(E)-pent-2-enoic acid;638122;13991-37-2
101,0597045;[C5H8O2+H]+;C5H8O2;100,0524295;ethyl prop-2-enoate;8821;140-88-5
101,0597045;[C5H8O2+H]+;C5H8O2;100,0524295;tetrahydropyran-2-one;10953;542-28-9
101,0597045;[C5H8O2+H]+;C5H8O2;100,05243;dihydro-5-methyl-2(3H)- furanone / gamma valerolactone;NA;108-29-2
101,0597045;[C5H8O2+H]+;C5H8O2;100,05243;dihydro-4-methyl-2(3H)- furanone / 3- methylbutyrolactone;NA;1679-49-8
101,0597045;[C5H8O2+H]+;C5H8O2;100,05243;gGlutaraldehyde;NA;111-30-8
101,0597045;[C5H8O2+H]+;C5H8O2;100,05243;2-methyl-2-butenoic acid;NA;13201-46-2
101,0597045;[C5H8O2+H]+;C5H8O2;100,05243;2-pentenoic acid;NA;626-98-2
101,0960905;[C6H12O+H]+;C6H12O;100,088815;hexanal;6184;66-25-1
101,0960905;[C6H12O+H]+;C6H12O;100,088815;2,5-dimethyltetrahydrofuran;13855;1003-38-9
101,0960905;[C6H12O+H]+;C6H12O;100,088815;2-ethylbutanal;7359;97-96-1
101,0960905;[C6H12O+H]+;C6H12O;100,088815;hexan-3-one;11509;589-38-8
101,0960905;[C6H12O+H]+;C6H12O;100,088815;hexan-2-one;11583;591-78-6
101,0960905;[C6H12O+H]+;C6H12O;100,088815;2-methylpentanal;31245;123-15-9
101,0960905;[C6H12O+H]+;C6H12O;100,088815;4-methylpentan-2-one;7909;108-10-1
101,0960905;[C6H12O+H]+;C6H12O;100,088815;3-methylpentan-2-one;11262;565-61-7
101,0960905;[C6H12O+H]+;C6H12O;100,088815;1-[(E)-prop-1-enoxy]propane;5365240;21087-24-1
101,0960905;[C6H12O+H]+;C6H12O;100,088815;butanoic acid, ethyl ester / ethyl butanoate;NA;105-54-4
101,0960905;[C6H12O+H]+;C6H12O;100,088815;3,3-dimethyl-1,2- epoxybutane;NA;2245-30-9
101,0960905;[C6H12O+H]+;C6H12O;100,088815;2,5-dimethyltetrahydrofuran;NA;2144-41-4
101,0960905;[C6H12O+H]+;C6H12O;100,088815;5-hexen-1-ol;NA;821-41-0
101,0960905;[C6H12O+H]+;C6H12O;100,088815;methyl pentenal;NA;na
101,0960905;[C6H12O+H]+;C6H12O;100,088815;propenyl propyl ether;NA;3424-89-3
101,0960905;[C6H12O+H]+;C6H12O;100,088815;trans-2-hexen-1-ol / 2- hexen-1-ol, (E)-;NA;928-95-0
101,1073245;[C5H12N2+H]+;C5H12N2;100,1000484;2-methylpiperazine;66057;109-07-9
101,1324765;[C7H16+H]+;C7H16;100,1252005;2,2-dimethylpentane;11542;590-35-2
101,1324765;[C7H16+H]+;C7H16;100,1252005;2,3-dimethylpentane;11260;565-59-3
101,1324765;[C7H16+H]+;C7H16;100,1252005;2,4-dimethylpentane;7907;108-08-7
101,1324765;[C7H16+H]+;C7H16;100,1252005;3,3-dimethylpentane;11229;562-49-2
101,1324765;[C7H16+H]+;C7H16;100,1252005;3-ethylpentane;12048;617-78-7
101,1324765;[C7H16+H]+;C7H16;100,1252005;heptane;8900;142-82-5
101,1324765;[C7H16+H]+;C7H16;100,1252005;2-methylhexane;11582;591-76-4
101,1324765;[C7H16+H]+;C7H16;100,1252;heptane ui;NA;ui
101,1324765;[C7H16+H]+;C7H16;100,1252;3-methylhexane;NA;589-34-4
102,0913395;[C5H11NO+H]+;C5H11NO;101,084064;N,N-diethylformamide;12051;617-84-5
102,1277255;[C6H15N+H]+;C6H15N;101,120449;triethylamine;NA;121-44-8
102,9512085;[CHCl2F+H]+;CHCl2F;101,943934;dichlorodifluoromethane;NA;75-71-8
102,9754965;[HF2O2P+H]+;HF2O2P;101,968223;difluorophosphoric acid;NA;13779-41-4
103,0165385;[C2H2F4+H]+;C2H2F4;102,009262;1,1,1,2-tetrafluoroethane;NA;811-97-2
103,0389685;[C4H6O3+H]+;C4H6O3;102,031694;acetyl acetate;7918;108-24-7
103,0389685;[C4H6O3+H]+;C4H6O3;102,031695;acetoacetic acid / 3- Oxobutanoic acid;NA;541-50-4
103,0753545;[C5H10O2+H]+;C5H10O2;102,0680796;propyl acetate;7997;109-60-4
103,0753545;[C5H10O2+H]+;C5H10O2;102,0680796;isopropyl acetate;7915;108-21-4
103,0753545;[C5H10O2+H]+;C5H10O2;102,0680796;3-methylbutanoic acid;10430;503-74-2
103,0753545;[C5H10O2+H]+;C5H10O2;102,0680796;pentanoic acid;7991;109-52-4
103,0753545;[C5H10O2+H]+;C5H10O2;102,0680796;ethyl propanoate;7749;105-37-3
103,0753545;[C5H10O2+H]+;C5H10O2;102,06808;cyclopentane-1,2-diol;NA;5057-98-7
103,0753545;[C5H10O2+H]+;C5H10O2;102,06808;2-methylbutanoic acid / 2- methylbutyric acid;NA;116-53-0
103,0753545;[C5H10O2+H]+;C5H10O2;102,06808;propanoic acid 2,2- dimethyl / pivalic acid;NA;75-98-9
103,1117405;[C6H14O+H]+;C6H14O;102,1044651;2-ethylbutan-1-ol;7358;97-95-0
103,1117405;[C6H14O+H]+;C6H14O;102,1044651;2-ethoxy-2-methyl-propane;12512;637-92-3
103,1117405;[C6H14O+H]+;C6H14O;102,1044651;1-methoxy-3-methyl-butane;136445;626-91-5
103,1117405;[C6H14O+H]+;C6H14O;102,1044651;3-methylpentan-1-ol;11508;589-35-5
103,1117405;[C6H14O+H]+;C6H14O;102,1044651;4-methylpentan-2-ol;7910;108-11-2
103,1117405;[C6H14O+H]+;C6H14O;102,1044651;3-methylpentan-3-ol;6493;77-74-7
103,1117405;[C6H14O+H]+;C6H14O;102,104465;diisopropylether;NA;108-20-3
103,1117405;[C6H14O+H]+;C6H14O;102,104465;1-hexanol;NA;111-27-3
103,1117405;[C6H14O+H]+;C6H14O;102,104465;2-methoxy-2-methyl butane;NA;994-05-8
103,1117405;[C6H14O+H]+;C6H14O;102,104465;4-methyl-1-pentanol;NA;626-89-1
103,1117405;[C6H14O+H]+;C6H14O;102,104465;2-pentanol, 3-methyl-;NA;565-60-6
103,1229745;[C5H14N2+H]+;C5H14N2;102,1156985;pentane-1,5-diamine;273;462-94-2
104,0494755;[C7H5N+H]+;C7H5N;103,0421992;benzonitrile;7505;100-47-0
104,0706035;[C4H9NO2+H]+;C4H9NO2;103,063329;2-methyl-1-nitropropane;NA;625-74-1
104,9767015;[C2H6Se+H]+;C2H6Se;NA;methylselanylmethane;11648;593-79-3
105,0465535;[C5H9Cl+H]+;C5H9Cl;104,039278;4-chloropent-2-ene;518970;1458-99-7
105,0546185;[C4H8O3+H]+;C4H8O3;104,0473441;ethyl methyl carbonate;522046;623-53-0
105,0546185;[C4H8O3+H]+;C4H8O3;104,0473441;3-hydroxybutanoic acid;441;300-85-6
105,0546185;[C4H8O3+H]+;C4H8O3;104,0473441;methyl 2-methoxyacetate;80507;6290-49-9
